Timestamp	Data	Título	Subtitulo	Texto da matéria	Editoria	Veículo de Comunicação	Autor	Localidade	Tags	Link para a matéria original	Link para todos os vídeos	Link para fotos	Link para fotos	Link para fotos	Link para fotos	Link para fotos	Link da imagem da matéria
7/16/2015 11:23:24	5/15/2015	Obras de recuperação de pavimento na BR-101/RJ em São Gonçalo	Serviços serão realizados no período noturno. Autopista Fluminense recomenda atenção à sinalização nos locais de obras.	A Autopista Fluminense, empresa do Grupo Arteris responsável pela administração da BR-101/RJ Norte, informa que realizará obras de fresagem e recuperação de pavimento na região de São Gonçalo. Os serviços começarão na noite desta terça-feira (14), sempre no horário noturno, e seguirão até a madrugada do próxima sábado (18), com início às 22h e término às 5h, na pista sentido Niterói, conforme a programação abaixo:  Dia 14 de julho: km 300, região do Apolo. Dia 16 de julho: km 303, região de Guaxindiba. Dia 17 de julho: km 305, região do Jardim Catarina.  Para a execução das obras de recuperação de pavimento, a faixa da direita e o acostamento da rodovia estarão bloqueados.  O tráfego seguirá pela faixa da esquerda. Todos os locais estarão sinalizados por agentes da Autopista Fluminense, que  contarão com o apoio da Polícia Rodoviária Federal para orientar o tráfego. A Concessionária orienta aos usuários que redobrem a atenção e diminuam a velocidade, especialmente nos locais em obras, sujeitos à lentidão. Mais informações sobre a operação especial podem ser obtidas no website www.autopistafluminense.com.br e nos telefones gratuitos 24 horas: 0800 2820 101 e 0800 717 1000 (para atendimento de pessoas com deficiência auditiva ou da fala).  * A programação está sujeita a alterações, de acordo com as condições climáticas e operacionais.	Obras	ABCR - Associação Brasileira de Concessionárias de Rodovias	Autopista Fluminense	São Gonçalo	obras,recuperacao,br-101,autopista,fluminense,sao goncalo	http://www.abcr.org.br/Conteudo/Noticia/8348/obras+de+recuperacao+de+pavimento+na+br+101+rj+em+sao+goncalo.aspx							https://www.dropbox.com/s/slaqkixadrhxvni/2015-07-15-%5Bobras%2Crecuperacao%2Cbr-101%2Cautopista%2Cfluminense%2Csao%20goncalo%5D-Obras%20de%20recuperacao%20de%20pavimento%20na%20BR%20101%20RJ%20em%20Sao%20Goncalo.png?dl=0
7/16/2015 11:39:05	7/14/2015	Prefeitura de SG oferece cursos de idiomas		O Centro Interescolar Ulysses Guimarães (CIUG), vinculado à secretaria municipal de Educação de São Gonçalo, abre as inscrições para os cursos de inglês, espanhol e redação para concurso, nesta quarta-feira (15). Estas podem ser feitas até às 23h59 do dia 17/07, pela internet, no site da Prefeitura: www.pmsg.rj.gov.br. As vagas são para estudantes com idade mínima de 13 anos e que estejam cursando ou tenham concluído o 7° ano do Ensino Fundamental.   De acordo com o regimento interno do CIUG, as oportunidades serão distribuídas prioritariamente na seguinte ordem: ser estudante da rede municipal de São Gonçalo; ser funcionário da rede municipal e para a comunidade em geral. Serão oferecidas 45 vagas para o curso de espanhol; 60 a redação para concurso e 150 ao de inglês.  As vagas disponíveis serão distribuídas conforme os seguintes turnos: I – Manhã: a) 70 - Inglês; II – Tarde: a) 40 - Redação e b) 80-Inglês e III – Noite: a) 45 – Espanhol e b) 20 – Redação. Será dada prioridade aos adolescentes entre 13 anos na ocupação das vagas dos turnos da manhã e da tarde e aos adultos a partir de 18 anos para o da noite. Serão indeferidas as inscrições dos alunos menores de 16 anos no turno da noite e dos menores de 13 em qualquer turno. Recomenda-se, no ato da inscrição, optar pelo turno compatível com a faixa etária do estudante. Aqueles que, por ventura, optarem por turnos diferentes do que se dá prioridade, poderão ser selecionados se houver vagas remanescentes.   Para se inscrever no curso de redação para concurso é necessário estar pelo menos no 9° ano do Ensino Fundamental. Após a inscrição, o candidato receberá número, que será o comprovante. As inscrições dos candidatos serão classificadas em ordem crescente do número gerado no momento da inscrição, respeitando a ordem de prioridade. A relação dos selecionados estará disponível no dia 21 no site da Prefeitura e exposto no mural do CIUG a partir das 10 horas do mesmo dia.   O CIUG fica na Rua Doutor Gradim, s/n°, no bairro Porto da Madama, onde serão feitas as matrículas do dia 22 até o dia 24, das 9 às 19 horas. O aluno deve apresentar a seguinte documentação na matrícula: original e cópia da certidão de nascimento ou casamento ou identidade; original e cópia do comprovante de escolaridade; original e cópia do comprovante de residência; original e cópia do contracheque, caso seja funcionário da rede municipal e uma foto 3x4. A ausência de qualquer um destes documentos, independente do motivo, provocará a perda no curso de línguas. O aluno escolhido terá direito a cursar apenas um idioma.	Prefeitura	Prefeitura de São Gonçalo	Anderson Madeira - Ascom	São Gonçalo	prefeitura,cursos,idiomas,educacao,								https://www.dropbox.com/s/v7x13c636l7iitq/2015-07-14-%5Bprefeitura%2Ccursos%2Cidiomas%2Ceducacao%5D-Prefeitura%20de%20S%C3%A3o%20Gon%C3%A7alo.png?dl=0
7/16/2015 11:51:28	7/13/2015	Atos Oficiais	Gabinete do Prefeito		Atos Oficiais	Prefeitura de São Gonçalo	Gabinete do Prefeito	São Gonçalo	atos,oficiais,prefeito,gabinete,prefeitura,semad,semed,ipasg,edital,semci,funasg,	http://www.pmsg.rj.gov.br/diario/2015_07_13.pdf							https://www.dropbox.com/s/g0t39h6pg5yb11q/2015_07_13-%5Batos%2Coficiais%2Cprefeito%2Cgabinete%2Cprefeitura%2Csemad%2Csemed%2Cipasg%2Cedital%2Csemci%2Cfunasg%5D-Atos%20Oficiais.pdf?dl=0
7/16/2015 11:59:25	7/15/2015	Inscrições pata o Festival Gastronômico Sabores de São Gonçalo começam nesta quarta		Começa nesta quarta-feira (15/07) a inscrição para o primeiro festival gastronômico da cidade, o Sabores de São Gonçalo, promovido pela secretaria de Turismo e Cultura. Responsáveis por restaurantes, bares e botecos podem se inscrever até o dia 15 de agosto para concorrer ao título de melhor sabor de São Gonçalo. As inscrições só poderão ser feitas on line, através do site: www.pmsg.gov.br/smtc/saboresdesaogoncalo. A participação é gratuita. Após as inscrições, um grupo composto por seis jurados (duas cozinheiras, dois chefs de cozinha e dois jornalistas) irá até os estabelecimentos com o objetivo de avaliar o prato inscrito no festival. Além do júri especializado, a população também ajudará a eleger o melhor sabor da cidade através de votação no site do evento. Os critérios avaliados serão: originalidade e criatividade, apresentação do prato, organização do estabelecimento, atendimento, decoração do ambiente, higiene e limpeza e o sabor do prato (item que terá a maior pontuação).  Os votos serão computados até o dia 30/09. Os quinze mais bem colocados poderão apresentar os pratos inscritos no festival em um evento a ser realizado no Centro Cultural Joaquim Lavoura. Nesta mesma data serão conhecidos os vencedores do concurso, que terá como categoria: Receita doce – restaurante, lanchonete e bar mais votados e Receita Salgada – restaurante, lanchonete e bar mais votados. Os seis estabelecimentos vencedores receberão troféu, diploma e farão parte do Guia Gastronômico de São Gonçalo, que será lançado após o festival. De acordo com o secretário de Turismo e Cultura, Michel Portugal, o evento tem como objetivo fazer com que o gonçalense conheça mais da culinária local, além de fazer com que a gastronomia da cidade seja reconhecida em todo o estado. “ Nós sabemos que pessoas de outras cidades vem até São Gonçalo para comer em alguns lugares que são conhecidos por alguns como referências em certos pratos. Muitas das vezes nem mesmo a população local sabe da existência desse restaurante, bar ou lanchonete. Nosso objetivo é conhecer esses lugares a ponto de recomendá-los enquanto atração gastronômica da cidade, o que incrementa o turismo. Vamos mostrar que São Gonçalo não é apenas uma cidade dormitório, que aqui temos um polo gastronômico forte e que não deixa a desejar para nenhuma outra cidade. A partir deste festival vamos montar um guia gastronômico para que a população local e a de outras cidades conheça os sabores de São Gonçalo”, explicou Michel Portugal. Uma das exigências do concurso é que o prato inscrito tenha como base o aipim, uma das principais culturas agrícolas presente na história da cidade, tanto que um dos distritos do município chama-se Ipiíba, que em tupi significa “planta de aipim”, evidenciando o forte plantio da raíz na localidade. Para Michel Portugal, ao colocar o aipim como exigência do concurso abre-se a possibilidade de um maior contato com os produtores locais. “ Nós conversamos com o secretário de agricultura e há a possibilidade do contato entre os estabelecimentos que vão participar do concurso e os produtores de aipim que atuam em São Gonçalo. É uma possibilidade de integração. Estamos até mesmo pensando a realização de uma pequena feira com estes produtores rurais”, explicou Michel Portugal.	Cultura	Correio da Cidade		São Gonçalo	festival,gastronomico,cultura,sabores,sao goncalo,turismo,comida,tipica	http://correiodacidadeonline.com.br/inscricoes-pata-o-festival-gastronomico-sabores-de-sao-goncalo-comecam-nesta-quarta/							https://www.dropbox.com/s/e50vh0rhzvh3bfh/2015-07-15-%5Bfestival%2Cgastronomico%2Ccultura%2Csabores%2Csao%20goncalo%2Cturismo%2Ccomida%2Ctipica%5D-Inscricoes%20pata%20o%20Festival%20Gastronomico%20Sabores%20de%20Sao%20Goncalo%20comecam%20nesta%20quarta%20Correio%20da%20Cidade%20Online.png?dl=0
7/17/2015 20:37:01	7/16/2015	PF desarticula quadrilha que fraudou o SUS em R$ 7,5 milhões		Rio de Janeiro - A Polícia Federal (PF) deflagrou na manhã de hoje (16) uma operação para desarticular uma organização criminosa que fraudou o Sistema Único de Saúde (SUS) em R$ 7,5 milhões no município de São Gonçalo, região metropolitana do Rio.  Na ação, os policiais federais cumpriram 11 mandados de busca e apreensão e um de prisão preventiva contra um vereador da cidade, que também é policial civil.  A ação foi batizada de Panacea, deusa grega da cura, em alusão à operação de combate à doença da corrupção e ao desvio de verbas públicas.  A investigação indicou que donos de três clínicas de São Gonçalo lesavam o patrimônio público, falsificando comprovantes de atendimento pelo sistema público de saúde (SUS) em procedimentos de baixa complexidade.  Para garantir o êxito, os empresários contavam com a proteção de um político local, que conseguia evitar a fiscalização das empresas pelos órgãos municipais, em troca de propina, cujo valor chegou a quase R$ 2 milhões.  De acordo com o delegado Pedro Gama Silva, da delegacia da Polícia Federal em Niterói, o esquema contava com apoio político do vereador.  “Ele usava o poder político para pressionar a Secretaria Municipal de Saúde a não fiscalizar. Como policial, ele tinha acesso às investigações da Polícia Civil.”  Segundo o delegado, os empresários serão indiciados pelos crimes de estelionato, corrupção ativa e associação criminosa. O vereador será indiciado por estelionato, corrupção passiva e associação criminosa.  Em nota, a prefeitura de São Gonçalo explicou que não tem informações concretas sobre o caso ou sobre o envolvimento de servidores públicos. Acrescentou que está apurando e, tão logo tenha detalhes, tomará as medidas cabíveis.  A Polícia Civil informou que, de acordo com a corregedoria da instituição, um procedimento será instaurado para apurar a conduta do policial.	Polícia	Exame.com	Douglas Corrêa, Agencia Brasil	São Gonçalo	policia,federal,prisoes,rio de janeiro,metropoles,saude,sus,sao goncalo,quadrilha,fraude,milhoes,vereador,propina,empresas,esquema,secretaria,estelionato,corrupcao,policia,civil	policia,federal,prisoes,rio de janeiro,metropoles,saude,sus,sao goncalo,quadrilha,fraude,milhoes,vereador,propina,empresas,esquema,secretaria,estelionato,corrupcao,policia,civil		http://assets3.exame.abril.com.br/assets/images/2010/10/22/size_810_16_9_sao-goncalo-jpg.jpg					https://www.dropbox.com/s/3e9bxvti4tmak34/2015-07-16-%5Bpolicia%2Cfederal%2Cprisoes%2Crio%20de%20janeiro%2Cmetropoles%2Csaude%2Csus%2Csao%20goncalo%2Cquadrilha%2Cfraude%2Cmilhoes%2Cvereador%2Cpropina%2Cempresas%2Cesquema%2Csecretaria%2Cestelionato%2Ccorrupcao%2Cpolicia%2Ccivil%5D-PF%20desarticula%20quadrilha.png?dl=0
7/17/2015 20:45:14	7/14/2015	Prefeitura de São Gonçalo confirma 675 vagas	A Prefeitura de São Gonçalo, a apenas 25km do Rio de Janeiro, já definiu a oferta do seu concurso.	Serão oferecidas 675 vagas em diversos cargos dos níveis fundamental, médio, médio/técnico e superior, com oportunidades em áreas como Saúde, Educação e Administração. A escolha da organizadora será feita por meio de licitação, na modalidade concorrência pública, do tipo técnica e preço. A abertura dos envelopes das instituições interessadas em ficar à frente da seleção será feita na próxima sexta-feira, dia 17, às 10h, na sala da Comissão Permanente de Licitação da prefeitura.  A expectativa é de que, com a organizadora definida ainda esta semana, o edital possa ser divulgado em agosto ou, no máximo, em setembro. Por isso, os interessados em participar do concurso devem intensificar a preparação. De acordo com a tabela de vagas do concurso, que consta no projeto básico da seleção, as oportunidades serão para auxiliar de infraestrutura e inspetor de disciplina. Já para o médio, o cargo abrangido é agente de saúde ambiental, enquanto que para formação técnica, as funções são técnico de apoio especializado (nas áreas de Orçamento, Arrecadação e Informática) e técnico de enfermagem.  No superior, no qual estão as maiores ofertas de vagas, haverá oportunidades para médicos em diversas especialidades, além de professores em várias áreas, psicólogos, pedagogos, auditores, entre outras funções. O regime de contratação será o estatutário, sendo assim os novos servidores terão a estabilidade empregatícia assegurada.  De acordo com o Plano de Cargos, Carreiras e Salários (PCCS) da Prefeitura de São Gonçalo, de 2011, os salários bases são de R$630 para o nível fundamental, de R$836,20 para o médio, de R$919,82 para o médio/técnico e de R$1.254,30 para o superior. Já para professor I (todas as disciplinas) e docente II, os vencimentos são de R$1.081,88 e R$933, para 16h e 22h, respectivamente. No entanto, não se sabe ainda se os servidores recebem gratificações ou vantagens que possam aumentar os rendimentos.  As taxas de inscrição serão de R$50 para o nível fundamental, R$65 para o médio e médio/técnico e R$95 para o superior. Provas objetivas avaliarão todos os concorrentes, além de exame de títulos e de experiência profissional. O concurso terá prazo de validade de dois anos, podendo ser prorrogado pelo menos período, quando mais vagas poderão surgir. 	Emprego e Renda	Seiton Cursos	Folha Dirigida	São Gonçalo	prefeitura,cursos,idiomas,educacao,vagas,emprego,concurso	http://www.seitoncursos.com.br/noticias/127/prefeitura-de-sao-goncalo-confirma-675-vagas.html							https://www.dropbox.com/s/hunwruqgg5y7u04/2015-07-14-%5Bprefeitura%2Ccursos%2Cidiomas%2Ceducacao%2Cvagas%2Cemprego%2Cconcurso%5D-SeitonCursos.png?dl=0
7/17/2015 20:51:24	7/14/2015	O movimento cidadão que chega a São Gonçalo		Os mais atentos ao noticiário internacional devem ter percebido que uma onda de mobilizações populares vem varrendo a Europa, principalmente a Grécia e a Espanha. Tais mobilizações tem como ponto de partida o questionamento do modelo econômico que explora os mais pobres e mantem os lucros dos mais ricos.  Porém, as experiências do Syriza na Grécia, e do Podemos na Espanha, aprofundaram as contradições e levaram os questionamentos para o campo político. A dicotomia entre esquerda e direita já não é importante, o que está em jogo é a democracia representativa.  Esse ano ocorreram as eleições municipais na Espanha, tendo saído como vitoriosos os partidos Podemos e o Ciudadanos com suas apostas municipalistas, baseada no desenvolvimento político, social, econômico, cultural e ambiental das cidades. Todo o programa foi construído pelos munícipes que pela primeira vez tornaram-se protagonistas no processo.  Nestes governos, os cidadãos estão sendo chamados a construírem as políticas públicas juntamente com o poder público, através das assembleias populares e dos círculos temáticos, elevando o status de cidadão a outro patamar.  Os questionamentos gerais que marcaram as jornadas de junho de 2013 aqui no Brasil, também levam a crer que a democracia representativa também começa a ruir em nosso país.  Em 2016, será a primeira eleição municipal após as jornadas de junho e as vitórias do Syriza e do Podemos. Essa eleição poderá dizer se o Brasil entra de fato no mapa das mudanças ou se a velha política ganha uma sobrevida.  Em nossas terras, nenhum partido até o momento conseguiu captar os ventos que sopram do norte. O PT afogado no seu pragmatismo, parece fadado ao declínio total. O PSOL, com sua visão estreita de mundo, não dialoga com a ampla maioria da sociedade e fica preso no gueto ideológico.  Porém, o movimento Rede Sustentabilidade parece mudar os rumos com suas propostas de participação cidadã, utilização das novas tecnologias e protagonismo das cidades, o movimento vem demonstrando uma alternativa ao modo de se fazer política.  Aqui em São Gonçalo, o Coletivo Rede São Gonçalo vem ganhando corpo e adquirindo novos militantes para seu projeto de cidade em construção, através do diálogo com o poder público e sociedade civil. O movimento já vem incomodando os grupos políticos da cidade, pois apresenta propostas concretas, dialogando com os movimentos sociais e colocando o cidadão gonçalense como protagonista do processo político.	Política	Sim São Gonçalo	Matheus Guimarães	São Gonçalo		http://simsaogoncalo.com.br/sao-goncalo/o-movimento-cidadao-que-chega-a-sao-goncalo/							
7/17/2015 20:55:10	7/14/2015	O movimento cidadão que chega a São Gonçalo		Os mais atentos ao noticiário internacional devem ter percebido que uma onda de mobilizações populares vem varrendo a Europa, principalmente a Grécia e a Espanha. Tais mobilizações tem como ponto de partida o questionamento do modelo econômico que explora os mais pobres e mantem os lucros dos mais ricos.  Porém, as experiências do Syriza na Grécia, e do Podemos na Espanha, aprofundaram as contradições e levaram os questionamentos para o campo político. A dicotomia entre esquerda e direita já não é importante, o que está em jogo é a democracia representativa.  Esse ano ocorreram as eleições municipais na Espanha, tendo saído como vitoriosos os partidos Podemos e o Ciudadanos com suas apostas municipalistas, baseada no desenvolvimento político, social, econômico, cultural e ambiental das cidades. Todo o programa foi construído pelos munícipes que pela primeira vez tornaram-se protagonistas no processo.  Nestes governos, os cidadãos estão sendo chamados a construírem as políticas públicas juntamente com o poder público, através das assembleias populares e dos círculos temáticos, elevando o status de cidadão a outro patamar.  Os questionamentos gerais que marcaram as jornadas de junho de 2013 aqui no Brasil, também levam a crer que a democracia representativa também começa a ruir em nosso país.  Em 2016, será a primeira eleição municipal após as jornadas de junho e as vitórias do Syriza e do Podemos. Essa eleição poderá dizer se o Brasil entra de fato no mapa das mudanças ou se a velha política ganha uma sobrevida.  Em nossas terras, nenhum partido até o momento conseguiu captar os ventos que sopram do norte. O PT afogado no seu pragmatismo, parece fadado ao declínio total. O PSOL, com sua visão estreita de mundo, não dialoga com a ampla maioria da sociedade e fica preso no gueto ideológico.  Porém, o movimento Rede Sustentabilidade parece mudar os rumos com suas propostas de participação cidadã, utilização das novas tecnologias e protagonismo das cidades, o movimento vem demonstrando uma alternativa ao modo de se fazer política.  Aqui em São Gonçalo, o Coletivo Rede São Gonçalo vem ganhando corpo e adquirindo novos militantes para seu projeto de cidade em construção, através do diálogo com o poder público e sociedade civil. O movimento já vem incomodando os grupos políticos da cidade, pois apresenta propostas concretas, dialogando com os movimentos sociais e colocando o cidadão gonçalense como protagonista do processo político.	Política	Sim São Gonçalo	Matheus Guimarães	São Gonçalo	movimento,cidadao,velha politica,democracia,eleicoes,2016,prefeitura,rede sustentavel	http://simsaogoncalo.com.br/sao-goncalo/o-movimento-cidadao-que-chega-a-sao-goncalo/							https://www.dropbox.com/s/norgd8e1l4d0xar/2015-07-14-%5Bmovimento%2Ccidadao%2Cvelha%20politica%2Cdemocracia%2Celeicoes%2C2016%2Cprefeitura%2Crede%20sustentavel%5D-O%20movimento%20cidadao%20que%20chega%20a%20Sao%20Goncalo.png?dl=0
7/17/2015 21:02:08	7/16/2015	PF faz operação contra fraude milionária em clínicas protegidas por vereador	Suspeita de desvio milionário em procedimentos do SUS leva vereador de S. Gonçalo à cadeia	Rio - O desvio de R$ 9 milhões dos cofres públicos, às custas da dor e da agonia de pacientes que dependem do Sistema Único de Saúde (SUS), custou caro ao policial civil e vereador de São Gonçalo Amarildo Aguiar (PV) e aos proprietários de três clínicas privadas do município onde foi eleito. Todos, segundo a Polícia Federal, eram coniventes com a fraude desbaratada nesta quinta-feira pela Operação Panacea que, além do mandado de prisão preventiva contra o político, cumpriu 11 mandados de busca e apreensão.  O delegado Pedro Gama explicou que a quadrilha forjava consultas fantasmas através de convênios com o SUS, recebendo assim o ressarcimento dos cofres públicos por um serviço que jamais fora prestado. A PF não descarta que a possibilidade de adulterar procedimentos simples para transformá-los em outros mais complexos, possa ocorrer em outras clínicas que podem ter participado do esquema de corrupção.  As adulterações e falsificações em extratos de consultas médicas de baixa complexidade (como exames laboratoriais), feitas pelo SUS, teriam rendido a Amarildo montante em torno de R$ 2 milhões no período investigado, de acordo com o inquérito já finalizado. Porém, o homem acusado de se valer da sua influência para coibir a fiscalização dos órgãos públicos aos extratos das clínicas médicas — por meio do recebimento de propina — está preso em uma carceragem da Polícia Federal. Ele responderá a um procedimento da Corregedoria da Polícia Civil, que pode culminar em exclusão da instituição pela Corregedoria Geral da União.  Já o PV aguarda esclarecimentos do vereador antes de submetê-lo à Comissão de Ética, o que também pode custar sua expulsão da legenda e retirada do cargo que exerce na Câmara de São Gonçalo. A Procuradoria Geral da Câmara dos Vereadores do município informou que enviará um parecer à presidência do Poder Legislativo para que as providencias cabíveis sejam tomadas.  Os empresários, que são acusados de usar uma espécie de ‘laranja’ em seus quadros societários para fugir da malha fina e continuar a desviar dinheiro dos bolsos dos contribuintes, de acordo com a PF, perderam seus convênios com o SUS, mas continuam funcionando através de planos de saúde. O delegado da PF em Niterói, Roberto Maia, disse que os empresários não foram presos por falta de “fundamentos legais”. Mas seus bens foram bloqueados pela Justiça.  Cidadão deve ficar atento às notas que assina para não ser usado  Ainda segundo o delegado Roberto Maia, o material apreendido nesta quinta pode comprovar a extensão da fraude em outras clínicas da Região Metropolitana. “Através dos documentos, talvez seja possível comprovar o envolvimento direto de servidores públicos de órgãos fiscalizadores”, acredita o delegado. Ele ressalta que pelo menos outras dez pessoas faziam parte do esquema. Os empresários serão indiciados por estelionato, corrupção ativa e associação criminosa.  Para o presidente do Conselho Regional de Medicina do Rio (CRM-RJ), Jorge Darze, resta ao cidadão que não quiser ser usado como objeto de fraude, a leitura atenta dos extratos que assina durante procedimentos em unidades de saúde. “É necessário conferir se o atendimento prestado confere com o que está discrimado na nota. Mas isto se torna difícil quando se está à espera de atendimento, passando mal”, ponderou.	Polícia	O Dia	GABRIEL SABÓIA	São Gonçalo	policia,federal,prisoes,rio de janeiro,metropoles,saude,sus,sao goncalo,quadrilha,fraude,milhoes,vereador,propina,empresas,esquema,secretaria,estelionato,corrupcao,policia,civil	http://odia.ig.com.br/noticia/rio-de-janeiro/2015-07-16/pf-faz-operacao-contra-fraude-milionaria-em-clinicas-protegidas-por-vereador.html		http://ejesa.statig.com.br/bancodeimagens/9n/mi/km/9nmikmq3xrvfi40mk8204uh3x.jpg					https://www.dropbox.com/s/4xwqug6aw7muxm2/2015-07-16-%5Bpolicia%2Cfederal%2Cprisoes%2Crio%20de%20janeiro%2Cmetropoles%2Csaude%2Csus%2Csao%20goncalo%2Cquadrilha%2Cfraude%2Cmilhoes%2Cvereador%2Cpropina%2Cempresas%2Cesquema%2Csecretaria%2Cestelionato%2Ccorrupcao%2Cpolicia%2Ccivil%5D-PFfraude%20milionaria%20em%20SG.png?dl=0
7/17/2015 21:10:14	7/17/2015	Atores homenageiam Carequinha no centenário do palhaço; veja vídeo	Alunos da Eslipa cantaram 'Parabéns! Parabéns!' para o mestre. 'É o nosso exemplo máximo de palhaço brasileiro', afirma ator circense.	O nascimento do George Savalla Gomes, o Carequinha, completa 100 anos no sábado (18). Se depender dos jovens aprendizes da arte circense de fazer rir, o legado do mais famoso palhaço brasileiro, morto em 2006, está longe do fim. Na quarta-feira (13), durante um show gratuito no Largo do Machado, na Zona Sul do Rio, alunos da Escola Livre de Palhaços (Eslipa), que funciona na Escola Nacional de Circo, falaram ao G1 sobre o ídolo e cantaram o famoso "Parabéns! Parabéns!", imortalizado por ele (veja acima). “O Carequinha está para os palhaços assim como Pelé, Romário e Zico estão para os jogadores de futebol. Ele é o nosso exemplo máximo de palhaço brasileiro”, afirmou um dos fundadores da Eslipa, o ator Richard Riguetti, que vive o Palhaço Café Pequeno da Silva e Psiu há 38 anos. Os aprendizes de palhaços relembram o trabalho do mestre por fotos, filmes e programas de TV, atualmente mais acessíveis como materiais de pesquisa graças à internet.  Convivência de perto A atriz Cínthia Nunes, de 27 anos, que encarna a Palhaça Rita Roberta, teve a oportunidade de conhecer o ator de perto. Ela cresceu em São Gonçalo, na Região Metropolitana do Rio, onde George Savalla morava. Durante sua infância e adolescência, ela conviveu não com o Carequinha, mas com o homem que estava por trás da maquiagem e do nariz vermelho. “Eu sempre passava em frente à casa dele. Só que eu nunca imaginei que eu seria uma palhaça. Senão, eu tinha aproveitado muito mais o contato com ele. Eu passava e ele estava de roupa social, com o cabelo bem penteado. Um figurino totalmente sério. O oposto do que seria o figurino de palhaço era ele no dia a dia. Ele ficava sentado em frente a casa. E eu passava e falava com ele. Tanto que eu tenho um cartãozinho autografado, que ele escreveu para mim,” conta Cínthia, que só teve contato com Carequinha nos palcos e no circo mais tarde, em uma formatura.  Ela comenta que o humor de Carequinha não tem apelação. “O que eu acho que é mais importante no trabalho dele é a inocência. São as brincadeiras, as piadas mais inocentes que fazem tanto o adulto quanto a criança rirem.” Tiago Carva, que desde 2010 incorpora o Palhaço Churumello, concorda que o segredo do trabalho de Carequinha é a simplicidade. “O sorriso, não por truques ou traquitanas. Ele tinha carisma próprio. O olhar e o sorriso dele, já naquela fase de bom velhinho, encantavam qualquer criança. Às vezes, ele não precisava fazer nada, mas com o sorriso já encantava multidões”, destaca. Tiago lamenta não ter tido contato pessoal com o mestre, como Cínthia o teve, mas afirma rever o trabalho de Carequinha em vídeos e em ensinamentos e ressalta que o trabalho dele continua a ser referência. “A busca pelo circo tradicional e pelo palhaço brasileiro passa por ele e por vários outros palhaços, que sempre serviram de exemplo e permeiam este meio do circo e do humor brasileiro. O Carequinha é um dos maiores exemplos de palhaço a se seguir”, afirma Tiago.  Referência Lilian Moraes, que fez nascer em 1991 a Palhaça Currupita, confirma que o trabalho de Carequinha é referência. “Eu sou do Rio de Janeiro. Então, o Carequinha foi o palhaço da minha infância. Eu o acompanhava sempre que podia. Minha mãe me levava às apresentações dele. Ele tinha alguns shows que circulavam e a gente estava sempre presente quando podia. Ele foi a minha referência de palhaço”. Ela acredita que o trabalho do artista chama a atenção por levar à tona o que há de mais escondido nos seres humanos. “O Carequinha, acredito que assim como a maioria dos palhaços brasileiros, tem a capacidade de, através da sua obra, lidar com a fragilidade do ser humano”. O casal de atores Martha Paiva e Gabriel Sant’Anna, de 28 e 36 anos respectivamente, interpretam os palhaços Dondoca e Pastel. Moradores de São Gonçalo, mesmo não tendo conhecido Carequinha pessoalmente, afirmam terem sido impactados pelo trabalho dele.  Gabriel conta que conheceu o trabalho de George Savalla Gomes quando era menino, em Itatiaia. “O Carequinha, para mim, foi meu primeiro imaginário de palhaço. Eu ainda era moleque e ele era aquele palhaço que entrava pela ‘tevelisão’. Eu via e dizia: um dia eu quero ver o Carequinha de perto”. Já adolescente, viveu uma aventura para conhecer o ídolo de perto. Gabriel conta que pegou um ônibus para outra cidade e viu um show biográfico do palhaço, que durou quatro horas. “Foi a única vez que vi o Carequinha. E ele ficou grudado no meu coração”. A Palhaça Dondoca conta que ver o artista abriu espaço para que ela gostasse das artes circenses. “Ele me ajudou a achar isso tudo muito legal”. Richard Riguetti, um dos fundadores da Escola Livre de Palhaços (Eslipa), reitera a importância do exemplo do mestre das brincadeiras no picadeiro para os palhaços brasileiros. “O legado do Carequinha é manter a arte do palhaço viva no coração de todos os brasileiros. Ele significa a esperança no futuro. O homem ri porque crê, porque acredita no futuro, porque vislumbra um futuro melhor. Este é o legado que o Carequinha deixou para todos os estudantes de palhaço do Brasil”.	Cultura	G1	Cristina Boeckel	São Gonçalo	homenagem,palhaco,carequinha,cultura,circo,sao goncalo	http://g1.globo.com/rio-de-janeiro/noticia/2015/07/atores-homenageiam-carequinha-no-centenario-do-palhaco-veja-video.html	http://g1.globo.com/rio-de-janeiro/noticia/2015/07/atores-homenageiam-carequinha-no-centenario-do-palhaco-veja-video.html	http://s2.glbimg.com/anEDVBCsJYGnn82sOexeoYtFRiM=/300x225/s.glbimg.com/jo/g1/f/original/2015/07/16/rita_roberta.jpg	http://s2.glbimg.com/9wDhixHd5kDTPO8yl3PRxfGaTVw=/s.glbimg.com/jo/g1/f/original/2015/07/16/richard.jpg				https://www.dropbox.com/s/351qit28y9h6tjw/2015-07-17-%5Bhomenagem%2Cpalhaco%2Ccarequinha%2Ccultura%2Ccirco%2Csao%20goncalo%5D-G1%20Atores%20homenageiam%20Carequinha%20no%20centenario%20do%20palhaco.png?dl=0
